,Year,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Total Non-Current Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Trade and Other Payables, Current",Total Non-Current Liabilities,Total Equity,"Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,Changes in Operating Capital,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental",Gross Profit,Total Revenue,Business Revenue,Total Operating Profit/Loss,"Non-Operating Income/Expense, Total",Pretax Income,Net Income before Extraordinary Items and Discontinued Operations,Diluted Net Income Available to Common Stockholders,Basic EPS,Diluted EPS,Basic WASO,Diluted WASO,Tiker
3721,2016,348945000.0,319891000.0,147558000.0,130790000.0,29054000.0,263005000.0,194766000.0,164400000.0,118846000.0,68239000.0,85940000.0,-19788000.0,-19788000.0,-19788000.0,-61281000.0,19022000.0,22471000.0,52236000.0,52236000.0,-20561000.0,-20561000.0,130790000.0,11887000.0,119431000.0,0.0,11359000.0,24758000.0,459023000.0,459023000.0,-32846000.0,-23781000.0,-56627000.0,-61281000.0,-61281000.0,-11.01,-11.01,5564357.0,5564357.0,STCN
3722,2017,281298000.0,257846000.0,122568000.0,110670000.0,23452000.0,218327000.0,149155000.0,117764000.0,75114000.0,69172000.0,62971000.0,-24445000.0,-24445000.0,-24445000.0,-25827000.0,9155000.0,-7773000.0,5638000.0,5638000.0,-1916000.0,-1916000.0,110670000.0,-20723000.0,130790000.0,0.0,-20120000.0,36365000.0,436620000.0,436620000.0,-17794000.0,-6615000.0,-24409000.0,-25827000.0,-25827000.0,-4.39,-4.39,5907214.0,5907214.0,STCN
3723,2018,827050000.0,264281000.0,92138000.0,92138000.0,562769000.0,684230000.0,290612000.0,153791000.0,109453000.0,393618000.0,142820000.0,11768000.0,11768000.0,11768000.0,36715000.0,37266000.0,-62213000.0,-452320000.0,-452320000.0,421879000.0,421879000.0,92138000.0,-18673000.0,110670000.0,0.0,-18532000.0,101259000.0,645258000.0,645258000.0,-20727000.0,-14561000.0,-35288000.0,36715000.0,43794000.0,5.6,4.95,6340607.0,8774893.0,STCN
3724,2019,731563000.0,213324000.0,32548000.0,32548000.0,518239000.0,643685000.0,256850000.0,185732000.0,145422000.0,386835000.0,87878000.0,20849000.0,20849000.0,20849000.0,-66727000.0,56345000.0,31231000.0,-14478000.0,-14478000.0,-63812000.0,-63812000.0,46064000.0,-57441000.0,103826000.0,0.0,-57762000.0,149730000.0,819830000.0,819830000.0,-24794000.0,-37305000.0,-62099000.0,-66727000.0,-68856000.0,-10.55,-10.55,6555000.0,6555000.0,STCN
3725,2020,759172000.0,223543000.0,75887000.0,75887000.0,535629000.0,675174000.0,249932000.0,165493000.0,131222000.0,425242000.0,83998000.0,71624000.0,71624000.0,71624000.0,-5284000.0,50009000.0,26899000.0,-11886000.0,-11886000.0,-12284000.0,-12284000.0,94642000.0,47454000.0,46064000.0,0.0,48578000.0,162959000.0,782813000.0,782813000.0,32443000.0,-31810000.0,633000.0,-5284000.0,-7413000.0,-1.12,-1.12,6604714.0,6604714.0,STCN
3726,2021,676381000.0,213398000.0,96931000.0,96931000.0,462983000.0,634989000.0,217993000.0,147878000.0,113145000.0,416996000.0,41392000.0,23067000.0,23067000.0,23067000.0,-44391000.0,86780000.0,-19322000.0,-3326000.0,-3326000.0,-9837000.0,-9837000.0,105143000.0,9904000.0,94642000.0,0.0,10501000.0,129613000.0,613766000.0,613766000.0,12827000.0,-55607000.0,-42780000.0,-44391000.0,-46520000.0,-7.0,-7.0,6658071.0,6658071.0,STCN
3727,2022,137749000.0,109830000.0,53142000.0,53142000.0,27919000.0,111775000.0,83800000.0,63285000.0,33897000.0,27975000.0,25974000.0,-3134000.0,-3134000.0,-3134000.0,-9256000.0,19106000.0,-12984000.0,-1485000.0,-1485000.0,-2297000.0,-2297000.0,58045000.0,-6916000.0,66329000.0,0.0,-8284000.0,41536000.0,203272000.0,203272000.0,1163000.0,969000.0,2132000.0,-9256000.0,-13097000.0,-2.05,-2.05,6424714.0,6424714.0,STCN
3728,2023,411181000.0,319274000.0,121372000.0,121372000.0,91907000.0,104818000.0,67754000.0,46397000.0,29325000.0,37064000.0,306363000.0,17523000.0,17523000.0,17523000.0,15609000.0,13092000.0,-11178000.0,53574000.0,53574000.0,-6605000.0,-6605000.0,123403000.0,64492000.0,58045000.0,0.0,65358000.0,51307000.0,189087000.0,189087000.0,8410000.0,8431000.0,16841000.0,15609000.0,13479000.0,1.22,1.13,6380625.0,13302777.0,STCN
3729,2020,205850000.0,49277000.0,6942000.0,6942000.0,156573000.0,383259000.0,190515000.0,36196000.0,20297000.0,192744000.0,-177409000.0,-33671000.0,-33671000.0,-33671000.0,-156124000.0,118849000.0,3604000.0,-12036000.0,-12036000.0,40294000.0,40294000.0,6942000.0,-5413000.0,12889000.0,0.0,-5947000.0,-3912000.0,36307000.0,36307000.0,-49387000.0,-106732000.0,-156119000.0,-156124000.0,-156124000.0,-3.26,-3.26,47948130.0,47948130.0,STEM
3730,2021,1191830000.0,1023850000.0,920788000.0,747780000.0,167980000.0,524003000.0,87967000.0,62025000.0,28923000.0,436036000.0,667827000.0,-101266000.0,-101266000.0,-101266000.0,-101211000.0,59485000.0,-59540000.0,-185233000.0,-185233000.0,1027095000.0,1027095000.0,747780000.0,740596000.0,6942000.0,0.0,740838000.0,1247000.0,127371000.0,127371000.0,-83074000.0,-18137000.0,-101211000.0,-101211000.0,-101211000.0,-0.96,-0.96,105561139.0,105561139.0,STEM
3731,2022,1421893000.0,532755000.0,249977000.0,87903000.0,889138000.0,869726000.0,266998000.0,182242000.0,84829000.0,602728000.0,552167000.0,-106030000.0,-106030000.0,-106030000.0,-124054000.0,70286000.0,-52262000.0,-544373000.0,-544373000.0,-9272000.0,-9272000.0,87903000.0,-659675000.0,747780000.0,0.0,-659877000.0,33092000.0,362980000.0,362980000.0,-131121000.0,-8094000.0,-139215000.0,-124054000.0,-124054000.0,-0.81,-0.81,153413743.0,153413743.0,STEM
3732,2015,100098000.0,92249000.0,48446000.0,4446000.0,7849000.0,471842000.0,305855000.0,57354000.0,57185000.0,165987000.0,-371744000.0,445000.0,445000.0,445000.0,-318302000.0,27409000.0,291338000.0,-26508000.0,-26508000.0,21771000.0,21771000.0,4446000.0,-4292000.0,8738000.0,0.0,-4292000.0,97297000.0,159010000.0,159010000.0,-317167000.0,1584000.0,-315583000.0,-315583000.0,-318302000.0,-306.06,-306.06,1040000.0,1040000.0,STG
3733,2016,244991000.0,219937000.0,168103000.0,23103000.0,25054000.0,1133946000.0,587114000.0,68780000.0,37418000.0,546832000.0,-888955000.0,89272000.0,89272000.0,89272000.0,-253567000.0,5470000.0,337369000.0,-117695000.0,-117695000.0,47080000.0,47080000.0,23103000.0,18657000.0,4446000.0,0.0,18657000.0,347924000.0,418910000.0,418910000.0,-259041000.0,5474000.0,-253567000.0,-253567000.0,-253567000.0,-243.81,-243.81,1040000.0,1040000.0,STG
3734,2017,1969659000.0,1266691000.0,912529000.0,559459000.0,702968000.0,2586718000.0,1802244000.0,467757000.0,404336000.0,784474000.0,-617059000.0,819538000.0,819538000.0,819538000.0,-918714000.0,301882000.0,1436370000.0,-615895000.0,-615895000.0,341472000.0,341472000.0,559459000.0,545115000.0,23103000.0,0.0,536356000.0,799901000.0,970162000.0,970162000.0,-927678000.0,13854000.0,-913824000.0,-918714000.0,-918578000.0,-883.38,-883.38,1040000.0,1040000.0,STG
3735,2018,3739138000.0,2582939000.0,2277374000.0,1248810000.0,1156199000.0,4078121000.0,2314409000.0,500067000.0,233922000.0,1763712000.0,-338983000.0,180543000.0,180543000.0,180543000.0,-926950000.0,27919000.0,1079574000.0,-1186721000.0,-1186721000.0,1587343000.0,1587343000.0,1248810000.0,581165000.0,559459000.0,0.0,689351000.0,1643609000.0,1973985000.0,1981918000.0,-1028934000.0,100274000.0,-928660000.0,-926950000.0,-927022000.0,-73.64,-73.64,12589740.0,12589740.0,STG
3736,2019,3968702000.0,2044194000.0,1619866000.0,1402226000.0,1924508000.0,4707065000.0,2239577000.0,353080000.0,231352000.0,2467488000.0,-738363000.0,-533547000.0,-533547000.0,-533547000.0,-395165000.0,42153000.0,-180535000.0,729546000.0,729546000.0,-64150000.0,-64150000.0,1402226000.0,131849000.0,1248810000.0,0.0,153416000.0,1797586000.0,2193902000.0,2170495000.0,-459723000.0,67134000.0,-392589000.0,-395165000.0,-394817000.0,-28.91,-28.91,13660116.0,13660116.0,STG
3737,2020,3260894000.0,1554254000.0,1278525000.0,760710000.0,1706640000.0,4473021000.0,2195696000.0,413029000.0,291052000.0,2277325000.0,-1212127000.0,-188641000.0,-188641000.0,-188641000.0,-430988000.0,77170000.0,165177000.0,-349306000.0,-349306000.0,-59079000.0,-59079000.0,760710000.0,-597026000.0,1402226000.0,0.0,-641516000.0,1816519000.0,2203791000.0,2193060000.0,-649018000.0,216445000.0,-432573000.0,-430988000.0,-430542000.0,-31.87,-31.87,13508268.0,13508268.0,STG
3738,2021,2592620000.0,1126584000.0,810874000.0,626715000.0,1466036000.0,3606772000.0,1905955000.0,318603000.0,271043000.0,1700817000.0,-1014152000.0,-373251000.0,-373251000.0,-373251000.0,212366000.0,10034000.0,-595651000.0,342681000.0,342681000.0,-38904000.0,-38904000.0,676723000.0,-69474000.0,760710000.0,0.0,-83987000.0,2131628000.0,2507817000.0,2481421000.0,114265000.0,83369000.0,197634000.0,212366000.0,219056000.0,16.28,16.28,13455104.0,13455104.0,STG
3739,2022,2276070000.0,969104000.0,824184000.0,753642000.0,1306966000.0,2655921000.0,1478144000.0,274503000.0,232565000.0,1177777000.0,-379851000.0,9144000.0,9144000.0,9144000.0,643009000.0,48575000.0,-682440000.0,96182000.0,96182000.0,-67911000.0,-67911000.0,757404000.0,37415000.0,676723000.0,0.0,80681000.0,1974951000.0,2323101000.0,2249226000.0,616942000.0,31606000.0,648548000.0,643009000.0,643959000.0,47.07,47.07,13680158.0,13680158.0,STG
3740,2020,140289000.0,62589000.0,25936000.0,25936000.0,77700000.0,156578000.0,60753000.0,45648000.0,45648000.0,95825000.0,-16289000.0,-11054000.0,-11054000.0,-10379000.0,-19434000.0,6862000.0,2193000.0,-42338000.0,-42338000.0,50131000.0,50131000.0,25936000.0,-3261000.0,28354000.0,0.0,-3261000.0,37981000.0,123453000.0,130965000.0,-18004000.0,-2042000.0,-20046000.0,-19434000.0,-19434000.0,-0.31,-0.31,79414500.0,79414500.0,STIX
3741,2021,206435000.0,111686000.0,52149000.0,52149000.0,94749000.0,270330000.0,142030000.0,82248000.0,82248000.0,128300000.0,-63895000.0,-16304000.0,-16304000.0,-10267000.0,-68374000.0,50346000.0,7761000.0,-21867000.0,-21867000.0,66302000.0,66302000.0,52149000.0,28131000.0,25936000.0,0.0,28131000.0,86205000.0,211659000.0,211659000.0,-61135000.0,-14980000.0,-76115000.0,-68374000.0,-68188000.0,-0.86,-0.86,79414500.0,79414500.0,STIX
3742,2022,702541000.0,519169000.0,338020000.0,338020000.0,183372000.0,281116000.0,181390000.0,120756000.0,120756000.0,99726000.0,421425000.0,-211006000.0,-211006000.0,-181738000.0,-329830000.0,240256000.0,-92164000.0,-61599000.0,-61599000.0,560953000.0,560953000.0,338020000.0,288348000.0,52149000.0,0.0,288348000.0,118767000.0,262093000.0,284816000.0,-135324000.0,-203150000.0,-338474000.0,-329830000.0,-328392000.0,-4.71,-4.71,69755000.0,69755000.0,STIX
3743,2016,3839242000.0,3319060000.0,236991000.0,170646000.0,520182000.0,3252000000.0,3121907000.0,3082683000.0,3082683000.0,130093000.0,587242000.0,-493404000.0,-493404000.0,-549017000.0,-122191000.0,42299000.0,-469125000.0,189914000.0,189914000.0,377986000.0,377986000.0,170646000.0,74496000.0,83539000.0,0.0,87107000.0,290015000.0,423202000.0,449139000.0,134384000.0,-283605000.0,-149221000.0,-122191000.0,-116889000.0,-0.42,-0.42,277073129.0,277073129.0,STNE
3744,2017,6635744000.0,5999524000.0,843714000.0,641952000.0,636220000.0,6153167000.0,3823563000.0,3765070000.0,3765070000.0,2329604000.0,482577000.0,-1283951000.0,-1283949000.0,-1380646000.0,-104969000.0,277016000.0,-1552693000.0,-299674000.0,-299674000.0,2053425000.0,2053425000.0,641952000.0,469800000.0,170646000.0,0.0,471306000.0,517236000.0,741345000.0,741345000.0,250617000.0,-346282000.0,-95665000.0,-104969000.0,-108731000.0,-0.39,-0.39,277073129.0,277073129.0,STNE
3745,2018,13293218000.0,12437781000.0,3068518000.0,297929000.0,855437000.0,8200227000.0,6054775000.0,5179755000.0,5179755000.0,2145452000.0,5092991000.0,-2415583000.0,-2415583000.0,-2701482000.0,305227000.0,255915000.0,-3262624000.0,-2737105000.0,-2737105000.0,4794888000.0,4794888000.0,297929000.0,-357800000.0,641952000.0,0.0,-344023000.0,1206564000.0,1529603000.0,1624303000.0,763535000.0,-321196000.0,442339000.0,305227000.0,301358000.0,1.3,1.29,232532580.0,234280581.0,STNE
3746,2019,19605749000.0,18404898000.0,3905371000.0,968342000.0,1200851000.0,13632744000.0,11872527000.0,6642836000.0,6642836000.0,1760217000.0,5973005000.0,-2651781000.0,-2651781000.0,-3403151000.0,804195000.0,403409000.0,-4610755000.0,-437564000.0,-437564000.0,3757949000.0,3757949000.0,968342000.0,668604000.0,297929000.0,0.0,670413000.0,1962640000.0,2389601000.0,2518249000.0,1316240000.0,-225585000.0,1090655000.0,804195000.0,803232000.0,2.9,2.85,277320157.0,282165661.0,STNE
3747,2020,31748664000.0,29274824000.0,10575048000.0,2446990000.0,2473840000.0,16756639000.0,13380381000.0,9459679000.0,9459679000.0,3376258000.0,14992025000.0,56484000.0,56484000.0,-780979000.0,837446000.0,153508000.0,-1771933000.0,-5808971000.0,-5808971000.0,7216166000.0,7216166000.0,2446990000.0,1463679000.0,968342000.0,0.0,1478648000.0,2409190000.0,3179136000.0,3423529000.0,1510812000.0,-383150000.0,1127662000.0,837446000.0,854071000.0,2.95,2.91,289289033.0,293737538.0,STNE
3748,2021,42056791000.0,29960173000.0,8835156000.0,4495645000.0,12096618000.0,28462345000.0,22789845000.0,16272331000.0,16272331000.0,5672500000.0,13594446000.0,3606902000.0,3606902000.0,2455900000.0,-1377348000.0,2562682000.0,1270566000.0,-2977197000.0,-2977197000.0,1419437000.0,1419437000.0,4495645000.0,2049142000.0,2446990000.0,0.0,2048655000.0,2862640000.0,4576468000.0,4576468000.0,1036755000.0,-2482309000.0,-1445554000.0,-1377348000.0,-1358813000.0,-4.4,-4.4,308905398.0,308905398.0,STNE
3749,2022,42245440000.0,30659203000.0,8927247000.0,1512604000.0,11586237000.0,29295416000.0,25174139000.0,17503887000.0,17503887000.0,4121277000.0,12950024000.0,1683685000.0,1683685000.0,246575000.0,-526396000.0,1884488000.0,-1111517000.0,-1871142000.0,-1871142000.0,-2810132000.0,-2810132000.0,1512604000.0,-2997589000.0,4495645000.0,0.0,-2983041000.0,6346592000.0,9016344000.0,9016344000.0,3713994000.0,-4101284000.0,-387290000.0,-526396000.0,-519417000.0,-1.67,-1.67,311880008.0,311880008.0,STNE
3750,2013,3498824000.0,855631000.0,317896000.0,317896000.0,2643193000.0,2357236000.0,318492000.0,244044000.0,205461000.0,2038744000.0,1141588000.0,395838000.0,395838000.0,395838000.0,188125000.0,233638000.0,-25925000.0,-87650000.0,-87650000.0,-403831000.0,-403831000.0,317896000.0,-95643000.0,413539000.0,0.0,-95643000.0,724483000.0,1980732000.0,1980732000.0,369001000.0,-135064000.0,233937000.0,188125000.0,188125000.0,1.07,1.05,176091000.0,179024000.0,ST
3751,2014,5116609000.0,1118764000.0,211329000.0,211329000.0,3997845000.0,3813717000.0,677506000.0,419545000.0,335211000.0,3136211000.0,1302892000.0,382568000.0,382568000.0,382568000.0,283749000.0,182596000.0,-83777000.0,-1430065000.0,-1430065000.0,940930000.0,940930000.0,211329000.0,-106567000.0,317896000.0,0.0,-106567000.0,842469000.0,2409803000.0,2409803000.0,393482000.0,-140056000.0,253426000.0,283749000.0,283749000.0,1.67,1.65,170113000.0,172217000.0,ST
3752,2015,6337255000.0,1277923000.0,342263000.0,342263000.0,5059332000.0,4668679000.0,865175000.0,452416000.0,338851000.0,3803504000.0,1668576000.0,533131000.0,533131000.0,533131000.0,347696000.0,161021000.0,24414000.0,-1166369000.0,-1166369000.0,764172000.0,764172000.0,342263000.0,130934000.0,211329000.0,0.0,130934000.0,997162000.0,2974961000.0,2974961000.0,415503000.0,-209874000.0,205629000.0,347696000.0,347696000.0,2.05,2.03,169977000.0,171513000.0,ST
3753,2016,6240976000.0,1341485000.0,351428000.0,351428000.0,4899491000.0,4298969000.0,583296000.0,456744000.0,359892000.0,3715673000.0,1942007000.0,521525000.0,521525000.0,521525000.0,262434000.0,353021000.0,-93930000.0,-174778000.0,-174778000.0,-337582000.0,-337582000.0,351428000.0,9165000.0,342263000.0,0.0,9165000.0,1118027000.0,3202288000.0,3202288000.0,496277000.0,-174832000.0,321445000.0,262434000.0,262434000.0,1.54,1.53,170709000.0,171460000.0,ST
3754,2017,6641525000.0,1848291000.0,753089000.0,753089000.0,4724764000.0,4295899000.0,629495000.0,485523000.0,391134000.0,3666404000.0,2345626000.0,557646000.0,557646000.0,557646000.0,408357000.0,244125000.0,-94836000.0,-140722000.0,-140722000.0,-15263000.0,-15263000.0,753089000.0,401661000.0,351428000.0,0.0,401661000.0,1165425000.0,3306733000.0,3306733000.0,571360000.0,-168919000.0,402441000.0,408357000.0,408357000.0,2.39,2.37,171165000.0,172169000.0,ST
3755,2018,6797687000.0,1917155000.0,729833000.0,729833000.0,4880532000.0,4189253000.0,639944000.0,545561000.0,447803000.0,3549309000.0,2608434000.0,620563000.0,620563000.0,620563000.0,598995000.0,88517000.0,-66949000.0,-237606000.0,-237606000.0,-406213000.0,-406213000.0,729833000.0,-23256000.0,753089000.0,0.0,-23256000.0,1254764000.0,3521627000.0,3521627000.0,662601000.0,-136226000.0,526375000.0,598995000.0,598995000.0,3.55,3.53,168570000.0,169859000.0,ST
3756,2019,6834519000.0,1965652000.0,774119000.0,774119000.0,4868867000.0,4260764000.0,634746000.0,558746000.0,455005000.0,3626018000.0,2573755000.0,619562000.0,619562000.0,619562000.0,282714000.0,347588000.0,-10740000.0,-208777000.0,-208777000.0,-366499000.0,-366499000.0,774119000.0,44286000.0,729833000.0,0.0,44286000.0,1183198000.0,3450631000.0,3450631000.0,610445000.0,-220022000.0,390423000.0,282714000.0,282714000.0,1.76,1.75,160946000.0,161968000.0,ST
3757,2020,7844202000.0,2979972000.0,1861980000.0,1861980000.0,4864230000.0,5138716000.0,1495157000.0,618298000.0,466752000.0,3643559000.0,2705486000.0,559775000.0,559775000.0,559775000.0,164286000.0,241017000.0,154472000.0,-182092000.0,-182092000.0,710178000.0,710178000.0,1861980000.0,1087861000.0,774119000.0,0.0,1087861000.0,926534000.0,3045578000.0,3045578000.0,370831000.0,-205190000.0,165641000.0,164286000.0,164286000.0,1.04,1.04,157373000.0,158134000.0,ST
3758,2021,8613766000.0,3076994000.0,1708955000.0,1708955000.0,5536772000.0,5519032000.0,836259000.0,711407000.0,530733000.0,4682773000.0,3094734000.0,554151000.0,554151000.0,569781000.0,363580000.0,330242000.0,-124041000.0,-882094000.0,-882094000.0,174918000.0,174918000.0,1708955000.0,-153025000.0,1861980000.0,0.0,-153025000.0,1278372000.0,3820806000.0,3820806000.0,648182000.0,-234265000.0,413917000.0,363580000.0,363580000.0,2.3,2.28,158166000.0,159370000.0,ST
3759,2022,8756220000.0,2775043000.0,1225518000.0,1225518000.0,5905807000.0,5645413000.0,1178972000.0,804762000.0,625705000.0,4466441000.0,3110807000.0,460593000.0,460593000.0,484093000.0,310685000.0,299184000.0,-125776000.0,-590570000.0,-590570000.0,-353460000.0,-353460000.0,1225518000.0,-483437000.0,1708955000.0,0.0,-483437000.0,1317214000.0,4029262000.0,4029262000.0,603439000.0,-206737000.0,396702000.0,310685000.0,310685000.0,2.0,1.99,155253000.0,155927000.0,ST
3760,2013,2794.0,726.0,482.0,482.0,2068.0,833797.0,833797.0,120917.0,120917.0,0.0,-831003.0,-73575.0,-73575.0,-73575.0,-62288.0,108.0,-11395.0,0.0,0.0,73741.0,73741.0,482.0,166.0,316.0,0.0,166.0,271.0,1451.0,1451.0,-36461.0,-25827.0,-62288.0,-62288.0,-62288.0,-3.32,-3.32,18743.0,18743.0,SURG
3761,2014,2598.0,689.0,322.0,322.0,1909.0,889225.0,889225.0,141289.0,141289.0,0.0,-886627.0,-44954.0,-44954.0,-44954.0,-55624.0,-34325.0,44995.0,0.0,0.0,44794.0,44794.0,322.0,-160.0,482.0,0.0,-160.0,689.0,1875.0,1875.0,-49478.0,-6146.0,-55624.0,-55624.0,-55624.0,-2.97,-2.97,18743.0,18743.0,SURG
3762,2015,2626823.0,346043.0,69489.0,69489.0,2280780.0,3233570.0,2597008.0,673599.0,673599.0,636562.0,-606747.0,-224521.0,-224521.0,-224521.0,-1336103.0,667742.0,443840.0,18331.0,18331.0,237862.0,237862.0,69489.0,31672.0,37817.0,0.0,31672.0,500659.0,2832853.0,2832853.0,-1223561.0,-112542.0,-1336103.0,-1336103.0,-1336103.0,-2.0,-2.0,664422.0,664422.0,SURG
3763,2016,2357246.0,758837.0,63709.0,63709.0,1598409.0,4172295.0,4059894.0,1132126.0,1132126.0,112401.0,-1815049.0,-641877.0,-641877.0,-641877.0,-4600176.0,3709577.0,248722.0,-503000.0,-503000.0,1139097.0,1139097.0,63709.0,-5780.0,69489.0,0.0,-5780.0,968280.0,3296747.0,3296747.0,-2697154.0,-1903022.0,-4600176.0,-4600176.0,-4600176.0,-5.0,-5.0,895926.0,895926.0,SURG
3764,2017,3145707.0,319560.0,215843.0,215843.0,2826147.0,2538654.0,2486466.0,884808.0,884808.0,52188.0,607053.0,-604109.0,-604109.0,-604109.0,-1980296.0,1612815.0,-236628.0,-147000.0,-147000.0,903243.0,903243.0,215843.0,152134.0,63709.0,0.0,152134.0,696839.0,1429872.0,1429872.0,-2069070.0,88774.0,-1980296.0,-1980296.0,-1980296.0,-1.5,-1.5,1523667.0,1523667.0,SURG
3765,2018,4084318.0,3059820.0,444612.0,444612.0,1028498.0,6072551.0,4792035.0,3643637.0,3643637.0,1280516.0,-1988233.0,-1015614.0,-1015614.0,-1015614.0,-1541078.0,328099.0,197365.0,-278035.0,-278035.0,464101.0,464101.0,444612.0,-829548.0,1274160.0,0.0,-829548.0,6673915.0,15244155.0,15244155.0,-1535469.0,76621.0,-1458848.0,-1541078.0,-1541078.0,-1.0,-1.0,1631337.0,1631337.0,SURG
3766,2019,9986373.0,3574885.0,346040.0,346040.0,6411488.0,14685988.0,7054124.0,4636094.0,4636094.0,7631864.0,-4699615.0,-6533141.0,-6533141.0,-6533141.0,-8447026.0,2066337.0,-152452.0,-32241.0,-32241.0,6466810.0,6466810.0,346040.0,-98572.0,444612.0,0.0,-98572.0,5437488.0,25742941.0,25742941.0,-6782395.0,-1664631.0,-8447026.0,-8447026.0,-8447026.0,-4.5,-4.5,1923734.0,1923734.0,SURG
3767,2020,7325071.0,1251029.0,673995.0,673995.0,6074042.0,18051037.0,15303661.0,7343384.0,7343384.0,2747376.0,-10725966.0,-4326048.0,-4326048.0,-4326048.0,-10721627.0,2453702.0,3941877.0,8354.0,8354.0,4645649.0,4645649.0,673995.0,327955.0,346040.0,0.0,327955.0,2468677.0,54406788.0,54406788.0,-8395429.0,-2326198.0,-10721627.0,-10721626.0,-10721626.0,-5.0,-5.0,2134416.0,2134416.0,SURG
3768,2021,19500202.0,13892681.0,6283496.0,6283496.0,5607521.0,15948881.0,9998194.0,7992375.0,0.0,5950687.0,3551321.0,-15288261.0,-15288261.0,-15288261.0,-13531144.0,926548.0,-2683665.0,-376724.0,-376724.0,21274486.0,21274486.0,6283496.0,5609501.0,673995.0,0.0,5609501.0,6169979.0,51060589.0,51060589.0,-5988281.0,-7542863.0,-13531144.0,-13531144.0,-13531144.0,-3.09,-3.09,4381709.0,4381709.0,SURG
3769,2022,34003506.0,27563785.0,7035654.0,7035654.0,6439721.0,28885253.0,23464062.0,7513095.0,7513095.0,5421191.0,5118253.0,793272.0,-25243096.0,-25243096.0,-553228.0,1167746.0,-25857614.0,-1498582.0,-1498582.0,1457468.0,1457468.0,7035654.0,752158.0,6283496.0,0.0,752158.0,13469408.0,121544190.0,121544190.0,626018.0,-1179246.0,-553228.0,-553228.0,-680763.0,-0.05,-0.05,12395364.0,12395364.0,SURG
3770,2017,5327064000.0,388893000.0,277716000.0,277716000.0,4938171000.0,6056825000.0,328394000.0,69931000.0,30338000.0,5728431000.0,-729761000.0,232693000.0,232693000.0,232693000.0,-83866000.0,130712000.0,185847000.0,-34379000.0,-34379000.0,-35354000.0,-35354000.0,277716000.0,176073000.0,101643000.0,0.0,176073000.0,496286000.0,728017000.0,728017000.0,69654000.0,-131122000.0,-61468000.0,-83866000.0,-351873000.0,-2.58,-2.58,136766500.0,136766500.0,SWI
3771,2018,5194649000.0,500308000.0,382620000.0,382620000.0,4694341000.0,2578549000.0,368102000.0,77769000.0,25714000.0,2210447000.0,2616100000.0,254142000.0,254142000.0,254142000.0,-102066000.0,353257000.0,2951000.0,-67993000.0,-67993000.0,-75724000.0,-75724000.0,382620000.0,104904000.0,277716000.0,0.0,104904000.0,586354000.0,833089000.0,833089000.0,115185000.0,-236895000.0,-121710000.0,-102066000.0,364635000.0,5.2,5.12,70150500.0,71270500.0,SWI
3772,2019,5310742000.0,319899000.0,173372000.0,173372000.0,4990843000.0,2661220000.0,423013000.0,76793000.0,29758000.0,2238207000.0,2649522000.0,299907000.0,299907000.0,299907000.0,18642000.0,268384000.0,12881000.0,-482453000.0,-482453000.0,-25624000.0,-25624000.0,173372000.0,-209248000.0,382620000.0,0.0,-209248000.0,677071000.0,932525000.0,932525000.0,135173000.0,-107669000.0,27504000.0,18642000.0,18441000.0,0.12,0.12,153384000.0,155584000.0,SWI
3773,2020,5710483000.0,512733000.0,370498000.0,370498000.0,5197750000.0,2699796000.0,491204000.0,107418000.0,34447000.0,2208592000.0,3010687000.0,389094000.0,389094000.0,389094000.0,158475000.0,189204000.0,41415000.0,-180127000.0,-180127000.0,-25556000.0,-25556000.0,370498000.0,197126000.0,173372000.0,0.0,197126000.0,744625000.0,1019241000.0,1019241000.0,107443000.0,-77124000.0,30319000.0,158475000.0,157508000.0,1.02,1.0,155277000.0,157781500.0,SWI
3774,2021,4792127000.0,858840000.0,732116000.0,732116000.0,3933287000.0,2504231000.0,413877000.0,51894000.0,10566000.0,2090354000.0,2287896000.0,157132000.0,118092000.0,118092000.0,-64470000.0,256356000.0,-73794000.0,-28472000.0,-13469000.0,238235000.0,-266442000.0,732116000.0,365973000.0,370498000.0,0.0,361618000.0,491616000.0,718632000.0,718632000.0,-32871000.0,-64068000.0,-96939000.0,-64470000.0,-51408000.0,-0.33,-0.33,158040000.0,158040000.0,SWI
